# ell	Cl_98	err_98	Cl_98x150	err_98x150	Cl_150x98	err_150x98	Cl_150	err_150
1300.5	-1.566994e-04	2.897482e-05	-1.279434e-04	2.331096e-05	-1.564130e-04	2.737196e-05	-1.231101e-04	2.218573e-05
1350.5	-2.174520e-04	2.806583e-05	-2.050177e-04	2.046524e-05	-2.024586e-04	2.626795e-05	-1.980779e-04	1.967211e-05
1400.5	-1.847508e-04	2.397676e-05	-1.791440e-04	1.710669e-05	-1.784612e-04	2.247997e-05	-1.724567e-04	1.648364e-05
1450.5	-1.011431e-04	2.121208e-05	-9.322397e-05	1.364023e-05	-1.125123e-04	2.069771e-05	-9.801009e-05	1.322515e-05
1500.5	-1.551372e-06	1.754782e-05	-2.188158e-06	1.165213e-05	1.726686e-06	1.710216e-05	-4.514631e-06	1.130439e-05
1550.5	1.612909e-05	1.651868e-05	9.416203e-06	1.078004e-05	1.137852e-05	1.557146e-05	4.280167e-06	1.018653e-05
1600.5	-1.439789e-05	1.390825e-05	-2.105688e-05	9.431356e-06	-1.459149e-05	1.330845e-05	-1.969391e-05	8.951593e-06
1650.5	-7.302862e-05	1.245557e-05	-6.689698e-05	8.630587e-06	-7.181935e-05	1.187798e-05	-6.655503e-05	8.042484e-06
1700.5	-6.290680e-05	1.225284e-05	-6.654690e-05	7.309731e-06	-6.344966e-05	1.157554e-05	-6.490538e-05	6.999757e-06
1750.5	-3.273748e-05	1.130030e-05	-4.225644e-05	6.163798e-06	-2.871821e-05	1.047662e-05	-4.304254e-05	5.945495e-06
1800.5	-6.664416e-06	9.898820e-06	-2.916368e-05	5.456483e-06	-8.873161e-06	9.364634e-06	-2.784593e-05	5.140768e-06
1850.5	-2.026599e-05	8.734875e-06	-1.021670e-05	4.982695e-06	-1.900552e-05	8.257265e-06	-6.748332e-06	4.645404e-06
1900.5	-1.510137e-05	7.782000e-06	-1.703601e-05	4.660830e-06	-2.157142e-05	7.089118e-06	-1.539905e-05	4.198600e-06
1950.5	-3.049372e-05	7.831336e-06	-3.192113e-05	4.322087e-06	-2.953714e-05	7.134338e-06	-3.318775e-05	3.957690e-06
2000.5	-2.772745e-05	7.301213e-06	-2.818247e-05	3.826804e-06	-2.720150e-05	6.721459e-06	-2.882485e-05	3.608210e-06
2075.5	-7.816008e-06	4.470306e-06	-2.193546e-05	2.209636e-06	-4.188417e-06	4.118340e-06	-2.043215e-05	2.059703e-06
2175.5	3.952527e-07	3.681148e-06	-2.436413e-06	1.840073e-06	-8.054832e-06	3.238291e-06	-5.077500e-06	1.649108e-06
2275.5	-9.833260e-06	3.414878e-06	-9.298874e-06	1.705443e-06	-1.063831e-05	2.866809e-06	-8.697446e-06	1.403856e-06
2375.5	-4.107319e-06	3.175172e-06	-9.455232e-06	1.465806e-06	-6.480961e-06	2.623411e-06	-7.932855e-06	1.216376e-06
2475.5	-3.226059e-06	2.858169e-06	-3.093945e-06	1.268375e-06	-2.419725e-06	2.287580e-06	-3.058236e-06	1.015367e-06
2625.5	-2.753896e-06	1.792296e-06	-3.764179e-06	7.928781e-07	-2.454767e-06	1.307161e-06	-3.604011e-06	5.856834e-07
2825.5	7.301815e-07	1.600330e-06	-1.309148e-06	7.250730e-07	-6.079992e-07	1.137619e-06	-9.530500e-07	4.797557e-07
3025.5	1.216041e-06	1.686988e-06	-1.335928e-06	6.444005e-07	8.900363e-08	1.034977e-06	-1.220604e-06	3.984446e-07
3325.5	-4.988664e-07	1.192145e-06	-1.719761e-07	4.608396e-07	-7.233403e-08	6.325989e-07	-8.557440e-08	2.402347e-07
3725.5	9.811300e-08	1.254242e-06	-4.039063e-07	4.621899e-07	7.315629e-07	5.935101e-07	-3.125780e-07	2.193507e-07
4125.5	-5.779421e-07	1.357739e-06	-4.487696e-07	4.711696e-07	1.149641e-07	5.912638e-07	1.477335e-07	2.120372e-07
4525.5	-1.138884e-06	1.513942e-06	-7.979324e-07	5.049491e-07	1.594279e-07	6.359157e-07	-2.095649e-08	2.081819e-07
4925.5	-1.779112e-06	1.905472e-06	9.406538e-07	5.762664e-07	1.399058e-06	6.754504e-07	1.263512e-07	2.162093e-07
5325.5	-7.896494e-07	2.200051e-06	8.973972e-08	6.526474e-07	-4.869229e-08	7.702259e-07	-2.559754e-08	2.187707e-07
5725.5	1.780757e-06	2.918033e-06	2.842187e-07	8.028606e-07	-2.540948e-07	8.905073e-07	-1.175361e-07	2.571779e-07
6125.5	-8.949410e-07	3.675204e-06	2.005817e-07	9.474398e-07	3.737147e-07	9.924807e-07	-4.249734e-07	2.604438e-07
6725.5	3.667489e-06	3.637407e-06	1.035785e-06	8.724723e-07	3.934623e-07	8.837189e-07	-5.818578e-07	2.153349e-07
7525.5	-5.125383e-07	7.531912e-06	1.587184e-06	1.440900e-06	-1.223843e-06	1.390165e-06	5.740475e-07	2.718429e-07
